ccp_mapping,source_name,pollutant,year,value,units
Transport,Fishing vessels,CO2,2005,0.4412859768610035,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2006,0.3638401114236276,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2007,0.3973364142975351,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2008,0.394397833095409,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2009,0.35518352393345615,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2010,0.3827367863568323,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2011,0.3145570618156063,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2012,0.3251510528501284,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2013,0.3346144792960215,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2014,0.3796831083417699,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2015,0.3219089193562245,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2016,0.35403912736189763,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2017,0.34233149639117194,megatonnes of co2 equivelant
Transport,Fishing vessels,CO2,2018,0.34737264115991684,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,1990,1.7398107263573881e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,1995,1.794436826227749e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,1998,1.4165806488500678e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,1999,1.348064135754537e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2000,1.24319482948444e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2001,1.185012062945239e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2002,1.316963385680814e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2003,1.2941458329292061e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2004,1.421671112924524e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2005,1.5697018388151883e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2006,1.2930872912534318e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2007,1.4137201059394e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2008,1.4027779192992622e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2009,1.2633610858036072e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2010,1.3620639676668338e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2011,1.118545542091992e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2012,1.155396267734221e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2013,1.1852339005345849e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2014,1.350916022620434e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2015,1.1231286609622302e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2016,1.2353653574218108e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2017,1.1946308313001607e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,CH4,2018,1.2126136323258235e-4,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,1990,0.0066648861898584485,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,1995,0.0068806350777471555,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,1998,0.00542917330632641,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,1999,0.005165220553677687,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2000,0.004763409133359659,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2001,0.004542364057678244,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2002,0.005044985253497162,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2003,0.004960172138838573,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2004,0.005448638735682975,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2005,0.006011918253352651,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2006,0.004955872701451089,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2007,0.0054134612713902,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2008,0.0053730155376231405,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2009,0.00483883532079805,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2010,0.0052147937045119285,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2011,0.004285100591424863,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2012,0.004428728395910951,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2013,0.004554437602988102,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2014,0.005172951227210002,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2015,0.004362956139050232,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2016,0.004798548002133964,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2017,0.004639968898526448,megatonnes of co2 equivelant
Transport,Fishing vessels,N2O,2018,0.004708638934021508,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,1990,0.334140773072435,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,1995,0.2402497155769,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,1998,0.18902223721487,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,1999,0.17146505309463397,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2000,0.149126351218343,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2001,0.15691528921142298,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2002,0.173098137045804,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2003,0.17430138313647398,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2004,0.161069306866939,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2005,0.15212322090295247,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2006,0.2039353163886511,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2007,0.2221760434577148,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2008,0.1864268061368065,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2009,0.16840080267242805,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2010,0.15602446575458834,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2011,0.1507350186665316,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2012,0.1384767786788539,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2013,0.12620898766053118,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2014,0.11311431752194104,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2015,0.09252083695433884,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2016,0.0832960805404366,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2017,0.08379611326079234,megatonnes of co2 equivelant
Transport,Aircraft -  military,CO2,2018,0.0828843829935366,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,1990,2.7365312439634197e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,1995,1.96758643665132e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,1998,1.54804591246403e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,1999,1.4042568667296202e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2000,1.22130835951227e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2001,1.28509785751148e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2002,1.41763142504916e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2003,1.4274857163738e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2004,1.31911824657615e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2005,1.2458816671477487e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2006,1.670210416746671e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2007,1.8195972608195211e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2008,1.5268200660915554e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2009,1.3791934911804807e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2010,1.2778101484006978e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2011,1.2344844430031842e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2012,1.1340922041431749e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2013,1.033626240524354e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2014,9.263805440994308e-5,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2015,7.577230988215492e-5,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2016,6.821745362071841e-5,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2017,6.862845150134313e-5,megatonnes of co2 equivelant
Transport,Aircraft -  military,CH4,2018,6.788195423882928e-5,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,1990,0.0031614123306885,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,1995,0.0022730791165811,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,1998,0.00178839961974911,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,1999,0.00162228550604934,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2000,0.0014109319291903798,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2001,0.00148462555355077,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2002,0.00163773663370673,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2003,0.00164912092839462,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2004,0.00152392803830081,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2005,0.0014393205536345416,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2006,0.001929531708433833,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2007,0.0021021127494639247,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2008,0.0017638781922670506,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2009,0.0015933307244496305,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2010,0.0014762063354270445,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2011,0.0014261537662917162,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2012,0.001310174362607745,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2013,0.001194109787463688,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2014,0.0010702128402466779,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2015,8.753691934437752e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2016,7.880907609604219e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2017,7.928388659585285e-4,megatonnes of co2 equivelant
Transport,Aircraft -  military,N2O,2018,7.842148619178564e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,1990,0.120768656337334,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,1995,0.0988227382121506,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,1998,0.0700085497740569,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,1999,0.0743013706110324,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2000,0.0700465518585413,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2001,0.064973752246069,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2002,0.0592210489826965,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2003,0.066415192975323,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2004,0.0745218056623059,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2005,0.0669943461804591,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2006,0.06615092111882871,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2007,0.067897678704133,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2008,0.0679066685186004,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2009,0.06905729729431469,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2010,0.0682629473977,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2011,0.0626460625543966,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2012,0.0568530012565076,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2013,0.052294513311043504,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2014,0.0445513944353286,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2015,0.0346756987520953,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2016,0.032904617664419704,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2017,0.034935194364928895,megatonnes of co2 equivelant
Transport,Shipping - naval,CO2,2018,0.036962723485170795,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,1990,3.19891597987658e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,1995,2.61775518551842e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,1998,1.84842132142587e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,1999,1.95953268960394e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2000,1.8435326318512202e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2001,1.70931290443636e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2002,1.55553938379381e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2003,1.74569434065701e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2004,1.95598273945773e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2005,1.75905067596583e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2006,1.7355103782843802e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2007,1.7809901741415e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2008,1.7844778358619e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2009,1.81585853707119e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2010,1.78776621478764e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2011,1.6365690656540598e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2012,1.48955773617956e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2013,1.3696445458517601e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2014,1.16653667726551e-5,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2015,8.870276626268041e-6,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2016,8.39784639129977e-6,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2017,8.923935972012791e-6,megatonnes of co2 equivelant
Transport,Shipping - naval,CH4,2018,9.42927080691936e-6,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,1990,0.00166174176480514,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,1995,0.00135998578416657,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,1998,9.64127318648619e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,1999,0.0010234161149382198,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2000,9.64703706946092e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2001,8.94585326897389e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2002,8.15451066136461e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2003,9.14465400646884e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2004,0.0010262197835920498,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2005,9.22668979061084e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2006,9.11153815051704e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2007,9.35215426525276e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2008,9.35507570801404e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2009,9.517254583299521e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2010,9.40467483173426e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2011,8.62953468818596e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2012,7.83238059870399e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2013,7.20300474006531e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2014,6.136760402147799e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2015,4.65321264761609e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2016,4.4138720472876905e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2017,4.68708434673141e-4,megatonnes of co2 equivelant
Transport,Shipping - naval,N2O,2018,4.95566162817995e-4,megatonnes of co2 equivelant
Transport,Marine engines,CO2,1990,0.0148919114061879,megatonnes of co2 equivelant
Transport,Marine engines,CO2,1995,0.0168408863785066,megatonnes of co2 equivelant
Transport,Marine engines,CO2,1998,0.0114215587896946,megatonnes of co2 equivelant
Transport,Marine engines,CO2,1999,0.0108907871749672,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2000,0.008847830621914429,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2001,0.00880664006381027,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2002,0.00840875165470862,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2003,0.0115983256952955,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2004,0.007990944114717709,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2005,0.0060991276049679605,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2006,0.00607036547055429,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2007,0.00538609991286558,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2008,0.00247325920969619,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2009,0.00274011404531402,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2010,0.0036307904483393496,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2011,0.0028607673175937197,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2012,0.00162736171115185,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2013,0.00187462127929914,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2014,0.00159235400334909,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2015,9.67740523348521e-4,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2016,0.00100872122032082,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2017,9.94278214956559e-4,megatonnes of co2 equivelant
Transport,Marine engines,CO2,2018,3.26661836291842e-4,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,1990,0.0156852277404177,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,1995,0.016420679429481003,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,1998,0.017384002480776702,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,1999,0.0175412273818541,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2000,0.017232690737557798,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2001,0.017248601472585702,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2002,0.0176671025630024,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2003,0.0177581966231368,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2004,0.0179449541679365,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2005,0.0180353131099329,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2006,0.018592313475433598,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2007,0.0188662666853647,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2008,0.0188158467063335,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2009,0.0187730701468795,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2010,0.0184520057189319,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2011,0.0183273186929291,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2012,0.018360506277810298,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2013,0.018505172136795298,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2014,0.0189445320278905,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2015,0.0192149138152891,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2016,0.019709699233394003,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2017,0.0204478898547277,megatonnes of co2 equivelant
Transport,Road vehicle engines,CO2,2018,0.0205108578438597,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,1990,0,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,1995,0,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,1998,0,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,1999,0,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2000,0,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2001,0,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2002,0,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2003,0,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2004,0,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2005,0,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2006,1.07554767426942e-4,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2007,5.16579285714911e-4,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2008,9.62613272152945e-4,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2009,0.00129985171484904,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2010,0.0017060783967745,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2011,0.00208330332066023,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2012,0.0027069864937540704,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2013,0.0030616590765943,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2014,0.00328067261664178,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2015,0.00352276856552773,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2016,0.00392381726851273,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2017,0.00415497268021804,megatonnes of co2 equivelant
Transport,Road transport - urea,CO2,2018,0.00434103826448509,megatonnes of co2 equivelant
Waste,Landfill,CH4,1990,5.48691414089908,megatonnes of co2 equivelant
Waste,Landfill,CH4,1995,5.72141270703249,megatonnes of co2 equivelant
Waste,Landfill,CH4,1998,5.55428114145435,megatonnes of co2 equivelant
Waste,Landfill,CH4,1999,5.3158968702080305,megatonnes of co2 equivelant
Waste,Landfill,CH4,2000,5.17899709191287,megatonnes of co2 equivelant
Waste,Landfill,CH4,2001,4.95174597675739,megatonnes of co2 equivelant
Waste,Landfill,CH4,2002,4.76597214686006,megatonnes of co2 equivelant
Waste,Landfill,CH4,2003,4.65467786251413,megatonnes of co2 equivelant
Waste,Landfill,CH4,2004,4.00264689027276,megatonnes of co2 equivelant
Waste,Landfill,CH4,2005,3.59128854673759,megatonnes of co2 equivelant
Waste,Landfill,CH4,2006,3.17342881572593,megatonnes of co2 equivelant
Waste,Landfill,CH4,2007,2.82921644804067,megatonnes of co2 equivelant
Waste,Landfill,CH4,2008,2.69143331805373,megatonnes of co2 equivelant
Waste,Landfill,CH4,2009,2.37140202596455,megatonnes of co2 equivelant
Waste,Landfill,CH4,2010,2.14671766697551,megatonnes of co2 equivelant
Waste,Landfill,CH4,2011,1.9866866662291,megatonnes of co2 equivelant
Waste,Landfill,CH4,2012,1.6945647068512502,megatonnes of co2 equivelant
Waste,Landfill,CH4,2013,1.09103156899848,megatonnes of co2 equivelant
Waste,Landfill,CH4,2014,1.0957049301892001,megatonnes of co2 equivelant
Waste,Landfill,CH4,2015,1.3410664434527801,megatonnes of co2 equivelant
Waste,Landfill,CH4,2016,1.24877848299664,megatonnes of co2 equivelant
Waste,Landfill,CH4,2017,1.29497443050558,megatonnes of co2 equivelant
Waste,Landfill,CH4,2018,1.27016547255552,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,1990,0,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,1995,0,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,1998,0,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,1999,0,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2000,0,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2001,5.81541421111128e-4,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2002,5.33660731365081e-4,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2003,4.86073404587116e-4,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2004,3.15305590714308e-4,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2005,7.52123625300431e-4,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2006,9.33490679384682e-4,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2007,0.00457548553794821,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2008,0.00529572492207706,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2009,0.00368071209016953,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2010,0.0107496970689696,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2011,0.0158998130574763,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2012,0.014339067555321501,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2013,0.0177715680063856,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2014,0.0201939434093802,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2015,0.022613611361288703,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2016,0.0250384601789796,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2017,0.0274546956870587,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,CH4,2018,0.0298218929163512,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,N2O,1990,0,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,N2O,1995,0,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,N2O,1998,0,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,N2O,1999,0,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,N2O,2000,0,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,N2O,2001,4.15918424378679e-4,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,N2O,2002,3.81674155072306e-4,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,N2O,2003,3.47639698960705e-4,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,N2O,2004,2.25506558478873e-4,megatonnes of co2 equivelant
Waste,Mechanical Biological Treatment - Composting,N2O,2005,5.37918816814868e-4,megatonnes of co2 equivelant
